Event,Latitude,Longitude,Depth [m],Symbiosis,Spine,Relative Abundance
GeoB3722-2,-25.25,12.0217,0.93,symbiont-bearing,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.93,symbiont-bearing,spinose,0
GeoB3722-2,-25.25,12.0217,0.93,symbiont-facultative,non-spinose,0.060899999999999996
GeoB3722-2,-25.25,12.0217,0.93,symbiont-facultative,spinose,0
GeoB3722-2,-25.25,12.0217,0.93,symbiont-obligate,spinose,0.0037
GeoB3722-2,-25.25,12.0217,0.93,undetermined,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.98,symbiont-barren,non-spinose,0.8942
GeoB3722-2,-25.25,12.0217,0.98,symbiont-barren,spinose,0.0529
GeoB3722-2,-25.25,12.0217,0.98,symbiont-bearing,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.98,symbiont-bearing,spinose,0
GeoB3722-2,-25.25,12.0217,0.98,symbiont-facultative,non-spinose,0.0513
GeoB3722-2,-25.25,12.0217,0.98,symbiont-facultative,spinose,0
GeoB3722-2,-25.25,12.0217,0.98,symbiont-obligate,spinose,0.0017
GeoB3722-2,-25.25,12.0217,0.98,undetermined,non-spinose,0
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-barren,non-spinose,0.2501
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-barren,spinose,0.19190000000000002
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-bearing,non-spinose,0
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-bearing,spinose,0.0418
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-facultative,non-spinose,0.2326
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-facultative,spinose,0
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-obligate,spinose,0.25379999999999997
GeoB3801-6,-29.5117,-8.305,0.18,undetermined,non-spinose,0.0269
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-barren,non-spinose,0.2342
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-barren,spinose,0.25360000000000005
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-bearing,non-spinose,0
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-bearing,spinose,0.028900000000000002
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-facultative,non-spinose,0.226
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-facultative,spinose,0
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-obligate,spinose,0.20809999999999998
GeoB3808-6,-30.8117,-14.7117,0.18,undetermined,non-spinose,0.049300000000000004
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-barren,non-spinose,0.43970000000000004
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-barren,spinose,0.1539
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-bearing,non-spinose,0
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-bearing,spinose,0.0089
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-facultative,non-spinose,0.21889999999999998
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-facultative,spinose,0
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-obligate,spinose,0.1741
GeoB3813-3,-32.2683,-21.9667,0.13,undetermined,non-spinose,0.0045000000000000005
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-barren,non-spinose,0.09960000000000001
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-barren,spinose,0.07690000000000001
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-bearing,non-spinose,0
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-bearing,spinose,0.1165
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-facultative,non-spinose,0.25120000000000003
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-facultative,spinose,0
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-obligate,spinose,0.43289999999999995
GeoB5112-5,-23.825,-16.2583,0.16,undetermined,non-spinose,0.022799999999999997
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-barren,non-spinose,0.0951
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-barren,spinose,0.08990000000000001
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-bearing,non-spinose,0
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-bearing,spinose,0.0973
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-facultative,non-spinose,0.2221
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-facultative,spinose,0
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-obligate,spinose,0.44610000000000005
GeoB5115-2,-24.1433,-14.0433,0.14,undetermined,non-spinose,0.0496
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-barren,non-spinose,0.1136
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-barren,spinose,0.0804
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-bearing,non-spinose,0
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-bearing,spinose,0.1135
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-facultative,non-spinose,0.19540000000000002
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-facultative,spinose,0
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-obligate,spinose,0.4425
GeoB5115-2,-24.1433,-14.0433,0.15,undetermined,non-spinose,0.055099999999999996
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-barren,non-spinose,0.09430000000000001
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-barren,spinose,0.0869
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-bearing,non-spinose,0
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-bearing,spinose,0.07690000000000001
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-facultative,non-spinose,0.2715
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-facultative,spinose,0
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-obligate,spinose,0.4388
GeoB5115-2,-24.1433,-14.0433,0.16,undetermined,non-spinose,0.0315
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-barren,non-spinose,0.09129999999999999
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-barren,spinose,0.0692
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-bearing,non-spinose,0
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-bearing,spinose,0.09459999999999999
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-facultative,non-spinose,0.26360000000000006
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-facultative,spinose,0
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-obligate,spinose,0.4321
GeoB5115-2,-24.1433,-14.0433,0.17,undetermined,non-spinose,0.049100000000000005
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-barren,non-spinose,0.1244
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-barren,spinose,0.0856
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-bearing,non-spinose,0
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-bearing,spinose,0.1349
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-facultative,non-spinose,0.23759999999999998
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-facultative,spinose,0
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-obligate,spinose,0.3717
GeoB5121-2,-24.1833,-12.0217,0.16,undetermined,non-spinose,0.0424
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-barren,non-spinose,0.131
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-barren,spinose,0.11199999999999999
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-bearing,non-spinose,0
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-bearing,spinose,0.07429999999999999
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-facultative,non-spinose,0.2204
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-facultative,spinose,0
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-obligate,spinose,0.43279999999999996
GeoB5133-3,-19.0867,-10.1917,0.18,undetermined,non-spinose,0.0297
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-barren,non-spinose,0.09930000000000001
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-barren,spinose,0.0731
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-bearing,non-spinose,0
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-bearing,spinose,0.2435
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-facultative,non-spinose,0.19010000000000002
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-facultative,spinose,0.0040999999999999995
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-obligate,spinose,0.3667999999999999
GeoB5140-3,-19.0517,-16.6133,0.1,undetermined,non-spinose,0.0231
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-barren,non-spinose,0.0818
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-barren,spinose,0.0616
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-bearing,non-spinose,0
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-bearing,spinose,0.22179999999999997
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-facultative,non-spinose,0.197
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-facultative,spinose,0.0052
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-obligate,spinose,0.4079
GeoB5140-3,-19.0517,-16.6133,0.11,undetermined,non-spinose,0.022699999999999998
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-barren,non-spinose,0.1087
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-barren,spinose,0.0809
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-bearing,non-spinose,0
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-bearing,spinose,0.19210000000000002
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-facultative,non-spinose,0.1507
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-facultative,spinose,0.0088
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-obligate,spinose,0.42969999999999997
GeoB5140-3,-19.0517,-16.6133,0.12,undetermined,non-spinose,0.0278
