Event,Latitude,Longitude,Depth [m],Symbiosis,Spine,Absolute Abundance
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-bearing,spinose,21
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-facultative,non-spinose,103
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-facultative,spinose,0
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-obligate,spinose,522
GeoB3176-1,-7.0117,-34.4417,3.48,undetermined,non-spinose,5
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-barren,non-spinose,120
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-barren,spinose,21
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-bearing,non-spinose,0
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-bearing,spinose,26
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-facultative,non-spinose,64
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-facultative,spinose,0
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-obligate,spinose,609
GeoB3176-1,-7.0117,-34.4417,3.53,undetermined,non-spinose,7
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-barren,non-spinose,47
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-barren,spinose,6
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-bearing,non-spinose,0
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-bearing,spinose,8
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-facultative,non-spinose,71
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-facultative,spinose,0
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-obligate,spinose,508
GeoB3176-1,-7.0117,-34.4417,3.58,undetermined,non-spinose,6
GeoB3603-2,-35.125,17.5433,0.33,symbiont-barren,non-spinose,319
GeoB3603-2,-35.125,17.5433,0.33,symbiont-barren,spinose,71
GeoB3603-2,-35.125,17.5433,0.33,symbiont-bearing,non-spinose,0
GeoB3603-2,-35.125,17.5433,0.33,symbiont-bearing,spinose,0
GeoB3603-2,-35.125,17.5433,0.33,symbiont-facultative,non-spinose,69
GeoB3603-2,-35.125,17.5433,0.33,symbiont-facultative,spinose,0
GeoB3603-2,-35.125,17.5433,0.33,symbiont-obligate,spinose,11
GeoB3603-2,-35.125,17.5433,0.33,undetermined,non-spinose,2
GeoB3603-2,-35.125,17.5433,0.38,symbiont-barren,non-spinose,252
GeoB3603-2,-35.125,17.5433,0.38,symbiont-barren,spinose,68
GeoB3603-2,-35.125,17.5433,0.38,symbiont-bearing,non-spinose,0
GeoB3603-2,-35.125,17.5433,0.38,symbiont-bearing,spinose,0
GeoB3603-2,-35.125,17.5433,0.38,symbiont-facultative,non-spinose,79
GeoB3603-2,-35.125,17.5433,0.38,symbiont-facultative,spinose,0
GeoB3603-2,-35.125,17.5433,0.38,symbiont-obligate,spinose,18
GeoB3603-2,-35.125,17.5433,0.38,undetermined,non-spinose,3
GeoB3722-2,-25.25,12.0217,0.83,symbiont-barren,non-spinose,644
GeoB3722-2,-25.25,12.0217,0.83,symbiont-barren,spinose,29
GeoB3722-2,-25.25,12.0217,0.83,symbiont-bearing,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.83,symbiont-bearing,spinose,0
GeoB3722-2,-25.25,12.0217,0.83,symbiont-facultative,non-spinose,54
GeoB3722-2,-25.25,12.0217,0.83,symbiont-facultative,spinose,0
GeoB3722-2,-25.25,12.0217,0.83,symbiont-obligate,spinose,0
GeoB3722-2,-25.25,12.0217,0.83,undetermined,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.88,symbiont-barren,non-spinose,888
GeoB3722-2,-25.25,12.0217,0.88,symbiont-barren,spinose,91
GeoB3722-2,-25.25,12.0217,0.88,symbiont-bearing,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.88,symbiont-bearing,spinose,0
GeoB3722-2,-25.25,12.0217,0.88,symbiont-facultative,non-spinose,95
GeoB3722-2,-25.25,12.0217,0.88,symbiont-facultative,spinose,0
GeoB3722-2,-25.25,12.0217,0.88,symbiont-obligate,spinose,12
GeoB3722-2,-25.25,12.0217,0.88,undetermined,non-spinose,1
GeoB3722-2,-25.25,12.0217,0.93,symbiont-barren,non-spinose,988
GeoB3722-2,-25.25,12.0217,0.93,symbiont-barren,spinose,25
GeoB3722-2,-25.25,12.0217,0.93,symbiont-bearing,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.93,symbiont-bearing,spinose,0
GeoB3722-2,-25.25,12.0217,0.93,symbiont-facultative,non-spinose,64
GeoB3722-2,-25.25,12.0217,0.93,symbiont-facultative,spinose,0
GeoB3722-2,-25.25,12.0217,0.93,symbiont-obligate,spinose,3
GeoB3722-2,-25.25,12.0217,0.93,undetermined,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.98,symbiont-barren,non-spinose,833
GeoB3722-2,-25.25,12.0217,0.98,symbiont-barren,spinose,46
GeoB3722-2,-25.25,12.0217,0.98,symbiont-bearing,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.98,symbiont-bearing,spinose,0
GeoB3722-2,-25.25,12.0217,0.98,symbiont-facultative,non-spinose,44
GeoB3722-2,-25.25,12.0217,0.98,symbiont-facultative,spinose,0
GeoB3722-2,-25.25,12.0217,0.98,symbiont-obligate,spinose,1
GeoB3722-2,-25.25,12.0217,0.98,undetermined,non-spinose,0
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-barren,non-spinose,262
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-barren,spinose,91
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-bearing,non-spinose,0
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-bearing,spinose,20
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-facultative,non-spinose,111
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-facultative,spinose,0
GeoB3801-6,-29.5117,-8.305,0.18,symbiont-obligate,spinose,166
GeoB3801-6,-29.5117,-8.305,0.18,undetermined,non-spinose,11
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-barren,non-spinose,532
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-barren,spinose,185
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-bearing,non-spinose,0
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-bearing,spinose,21
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-facultative,non-spinose,164
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-facultative,spinose,0
GeoB3808-6,-30.8117,-14.7117,0.18,symbiont-obligate,spinose,168
GeoB3808-6,-30.8117,-14.7117,0.18,undetermined,non-spinose,35
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-barren,non-spinose,491
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-barren,spinose,88
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-bearing,non-spinose,0
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-bearing,spinose,5
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-facultative,non-spinose,125
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-facultative,spinose,0
GeoB3813-3,-32.2683,-21.9667,0.13,symbiont-obligate,spinose,115
GeoB3813-3,-32.2683,-21.9667,0.13,undetermined,non-spinose,2
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-barren,non-spinose,271
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-barren,spinose,48
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-bearing,non-spinose,0
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-bearing,spinose,74
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-facultative,non-spinose,158
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-facultative,spinose,0
GeoB5112-5,-23.825,-16.2583,0.16,symbiont-obligate,spinose,536
GeoB5112-5,-23.825,-16.2583,0.16,undetermined,non-spinose,14
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-barren,non-spinose,468
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-barren,spinose,71
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-bearing,non-spinose,0
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-bearing,spinose,78
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-facultative,non-spinose,177
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-facultative,spinose,0
GeoB5115-2,-24.1433,-14.0433,0.14,symbiont-obligate,spinose,612
GeoB5115-2,-24.1433,-14.0433,0.14,undetermined,non-spinose,39
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-barren,non-spinose,368
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-barren,spinose,55
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-bearing,non-spinose,0
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-bearing,spinose,80
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-facultative,non-spinose,138
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-facultative,spinose,0
GeoB5115-2,-24.1433,-14.0433,0.15,symbiont-obligate,spinose,535
GeoB5115-2,-24.1433,-14.0433,0.15,undetermined,non-spinose,39
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-barren,non-spinose,197
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-barren,spinose,49
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-bearing,non-spinose,0
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-bearing,spinose,44
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-facultative,non-spinose,154
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-facultative,spinose,0
GeoB5115-2,-24.1433,-14.0433,0.16,symbiont-obligate,spinose,379
GeoB5115-2,-24.1433,-14.0433,0.16,undetermined,non-spinose,18
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-barren,non-spinose,249
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-barren,spinose,43
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-bearing,non-spinose,0
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-bearing,spinose,62
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-facultative,non-spinose,172
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-facultative,spinose,0
GeoB5115-2,-24.1433,-14.0433,0.17,symbiont-obligate,spinose,493
GeoB5115-2,-24.1433,-14.0433,0.17,undetermined,non-spinose,32
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-barren,non-spinose,310
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-barren,spinose,54
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-bearing,non-spinose,0
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-bearing,spinose,87
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-facultative,non-spinose,152
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-facultative,spinose,0
GeoB5121-2,-24.1833,-12.0217,0.16,symbiont-obligate,spinose,424
GeoB5121-2,-24.1833,-12.0217,0.16,undetermined,non-spinose,26
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-barren,non-spinose,329
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-barren,spinose,89
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-bearing,non-spinose,0
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-bearing,spinose,59
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-facultative,non-spinose,174
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-facultative,spinose,0
GeoB5133-3,-19.0867,-10.1917,0.18,symbiont-obligate,spinose,735
GeoB5133-3,-19.0867,-10.1917,0.18,undetermined,non-spinose,23
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-barren,non-spinose,206
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-barren,spinose,47
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-bearing,non-spinose,0
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-bearing,spinose,158
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-facultative,non-spinose,122
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-facultative,spinose,2
GeoB5140-3,-19.0517,-16.6133,0.1,symbiont-obligate,spinose,488
GeoB5140-3,-19.0517,-16.6133,0.1,undetermined,non-spinose,14
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-barren,non-spinose,245
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-barren,spinose,47
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-bearing,non-spinose,0
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-bearing,spinose,172
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-facultative,non-spinose,152
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-facultative,spinose,4
GeoB5140-3,-19.0517,-16.6133,0.11,symbiont-obligate,spinose,869
GeoB5140-3,-19.0517,-16.6133,0.11,undetermined,non-spinose,17
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-barren,non-spinose,166
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-barren,spinose,45
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-bearing,non-spinose,0
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-bearing,spinose,109
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-facultative,non-spinose,84
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-facultative,spinose,5
GeoB5140-3,-19.0517,-16.6133,0.12,symbiont-obligate,spinose,448
GeoB5140-3,-19.0517,-16.6133,0.12,undetermined,non-spinose,15
