Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Laboratory,Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,P/D integrade + N. pachyderma R,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics,Datatype
GeoB1722-1,,-29.45,11.75,-3973,South Atlantic,0.23,Bremen,Niebler et al. (in press),M.W.,May-03,0.73,0,0,3.31,3.31,0,0.47,0,0.47,0,,1.04,0,12.23,0,0,1.26,0,0.16,1.73,39.09,2.26,40.39,0,0,0,25.35,4.48,0,4.48,0.16,,0.9,0.64,0,0.16,0,0,0.16,0,4.73,0,0,0,,0,,550,3
GeoB1722-1,,-29.45,11.75,-3973,South Atlantic,0.28,Bremen,Niebler et al. (in press),M.W.,May-03,0.56,0,0,5.39,5.39,0,0.07,0.1,0.17,0,,0.3,0.39,9.48,0,0.33,0.52,0,1.03,1.55,61.65,0.91,62.49,0,0,0,13.75,0.65,0.06,0.71,0.16,,0.7,0,0,0,0,0,0,0,1.55,0,0,0,,0,,602,3
GeoB2004-2,,-30.87,14.3433,-2569,South Atlantic,0.68,Bremen,Niebler et al. (in press),M.W.,May-03,0.68,0,0,2.29,2.29,0.22,1.29,0,1.29,0,,2.13,0.01,11.92,0,0,0,0.44,1.31,0,59.91,2.84,59.91,0,0,0,10.38,0,2.54,2.54,0.01,,0.87,0.22,0,0.03,0,0,0.03,0,2.94,0,0,0.44,,0,,818,3
GeoB2004-2,,-30.87,14.3433,-2569,South Atlantic,0.73,Bremen,Niebler et al. (in press),M.W.,May-03,1.44,0,0,3.01,3.01,0,0.12,0,0.12,0,,1.48,0.18,13.96,0,0,0.69,0,0.46,0,60.83,0.64,60.83,0,0,0,12.14,0,2.41,2.41,0.06,,0.51,0.64,0,0.06,0,0,0.06,0,1.39,0,0,0,,0,,680,3
GeoB2004-2,,-30.87,14.3433,-2569,South Atlantic,0.78,Bremen,Niebler et al. (in press),M.W.,May-03,0.59,0,0,1.52,1.52,0,0.25,0.11,0.36,0,,0.32,0.77,11.83,0,0,1.07,0.15,0.46,0.31,69.88,0.35,69.88,0,0,0,9.57,1.16,0.1,1.26,0.04,,0.53,0.46,0,0,0,0,0,0,0.54,0,0,0.15,,0,,985,3
GeoB2016-1,,-31.9,-1.33,-3385,South Atlantic,0.18,Bremen,Niebler et al. (in press),M.W.,May-03,0.64,0.01,0,8.13,8.13,0,0,0,0,0,,1.64,0,33.1,1.83,0.11,1.14,0,0,0.69,20.34,0,20.34,0,0,0,14.29,9.03,0.11,9.14,0.29,,3.01,1.06,0.46,0,0,0,0,0,3.89,0,0.23,0,,0,,688,3
GeoB2019-1,,-36.06,-8.7783,-3825,South Atlantic,0.33,Bremen,Niebler et al. (in press),M.W.,May-03,0.24,0,0,1.49,1.49,0,0,0,0,0,,0,0,34,0,0,0.37,0,3.55,2.89,29.95,0,30.32,0,0,0,18.49,4.19,0,4.19,0.42,,1.36,0.09,0.37,0,0,0,0,0,2.19,0,0,0,,0,,718,3
GeoB2021-5,,-36.8333,-14.4033,-3575,South Atlantic,0.13,Bremen,Niebler et al. (in press),M.W.,May-03,0.77,0,0,0.49,0.49,0,0,0,0,0,,0,0,26.89,0,0.2,0,0,6.34,6.14,27.72,0.1,27.82,0,0,0,20.38,4.78,0,4.78,0.49,,0.36,0.2,0,0,0,0,0,0,5.05,0,0,0,,0,,693,3
GeoB1903-3,,-8.675,-11.845,-3161,South Atlantic,0.48,Bremen,Niebler et al. (in press),M.W.,May-03,2.72,1.15,6.59,16.04,22.63,0,7.31,6.3,13.61,0,,3.72,0.57,4.15,0.14,0.57,4.44,0.29,0,0,3.87,13.04,3.87,0,0,0,8.6,0,3.87,3.87,1,,0,1.72,0,0,0,0,0,0.14,13.47,0.29,0,0.29,,0,,626,3
GeoB1903-3,,-8.675,-11.845,-3161,South Atlantic,0.53,Bremen,Niebler et al. (in press),M.W.,May-03,2.47,0.95,3.8,13.39,17.19,0,7.41,7.12,14.53,0,,3.13,1.9,4.84,0.38,0.47,2.18,0.19,0,0,11.02,9.31,11.02,0,0,0,12.06,0,4.46,4.46,2.47,,0,2.18,0,0,0,0,0,0,9.21,1.04,0,0.19,,0,,798,3
GeoB1903-3,,-8.675,-11.845,-3161,South Atlantic,0.58,Bremen,Niebler et al. (in press),M.W.,May-03,2.27,1.16,4.3,16.41,20.71,0.12,8.67,5,13.67,0,,2.97,4.3,4.25,0.12,0.17,6.4,0.12,0.35,0.12,13.03,6.98,13.03,0,0,0,8.84,0,2.68,2.68,3.26,,0,0.87,0,0,0,0,0,0,7.62,0,0,0.12,,0,,1122,3
GeoB1905-3,,-17.1433,-13.9867,-2974,South Atlantic,0.38,Bremen,Niebler et al. (in press),M.W.,May-03,1.07,0.6,2.27,32.62,34.89,3.1,5.19,1.28,6.47,0,,3.16,0.33,9.31,0.24,0.24,6.2,0.24,0,0,1.01,0.3,1.01,0,0,0.72,8.98,1.97,3.22,5.19,0.63,,0,2.39,0,0.75,0,0,0.75,0.12,13.97,0,0,0.24,,0.09,,827,3
GeoB1905-3,,-17.1433,-13.9867,-2974,South Atlantic,0.43,Bremen,Niebler et al. (in press),M.W.,May-03,1.11,0.61,5.42,37.57,42.99,0.5,9.28,1.17,10.45,0,,2.63,2.32,3.26,0.42,0.67,13.8,0.33,0,0,0.75,0.02,0.75,0,0,0.36,7.84,2.15,2.34,4.49,1.23,,0,1,0,0.54,0.08,0,0.62,0.15,4.43,0,0,0.33,,0,,1061,3
GeoB1501-4,,-3.6783,-32.0067,-4257,South Atlantic,0.33,Bremen,Niebler et al. (in press),M.W.,May-03,1.42,0,1.57,28.51,30.08,0,11.81,13.7,25.51,0,,3.46,0.16,1.57,0,0,0,0,0,0,5.04,7.72,5.04,0,0,0,2.52,0,14.96,14.96,0.31,,0,0,0,0.47,0,0,0.47,0,5.98,0.79,0,0,,0,,545,3
GeoB1501-4,,-3.6783,-32.0067,-4257,South Atlantic,0.38,Bremen,Niebler et al. (in press),M.W.,May-03,0.78,0.35,0.17,29.13,29.3,0,19.97,13.31,33.28,0,,2.25,0.78,1.64,0,0.17,0,0.17,0,0,5.27,8.56,5.27,0,0,0,1.9,0,8.38,8.38,1.38,,0,0.35,0,0,0,0,0,0,5.1,0.35,0,0.17,,0,,678,3
GeoB1503-1,,2.3117,-30.6467,-2306,South Atlantic,0.28,Bremen,Niebler et al. (in press),M.W.,May-03,0.22,0.16,6.48,16.42,22.9,0.65,6.02,2.75,8.77,0,,1.14,0.98,4.52,4.47,0.76,4.36,0,0.44,0,9.91,13.1,9.91,0,0,0.14,2.31,0.22,5.55,5.77,0.79,,0,1.01,0,0.14,0,0,0.14,0.49,16.99,0,0,0,,0,,761,3
GeoB1503-1,,2.3117,-30.6467,-2306,South Atlantic,0.33,Bremen,Niebler et al. (in press),M.W.,May-03,0.25,0.25,6.25,20.93,27.18,0.62,4.64,3.34,7.98,0,,1.11,0.5,8.17,1.36,0.06,4.71,0,0,0,11.52,10.4,12.02,0,0,0.06,3.41,0.31,3.28,3.59,2.17,,0,1.49,0,0,0.19,0,0.19,0,14.49,0,0,0,,0,,741,3
GeoB1505-1,,2.27,-33.01,-3705,South Atlantic,0.48,Bremen,Niebler et al. (in press),M.W.,May-03,0.17,0.35,0,34.03,34.03,0,8.29,4.69,12.98,0,,1.22,0,3.99,0.35,0.26,1.39,0,0,0.35,9.2,9.29,10.15,0,0,0.09,2.56,0.09,6.21,6.3,2.39,,0,0,0.17,0,0,0,0,0.09,13.89,0,0,0,,0,,901,3
GeoB1505-1,,2.27,-33.01,-3705,South Atlantic,0.53,Bremen,Niebler et al. (in press),M.W.,May-03,0.71,0.71,0,32.35,32.35,0.24,12.51,4.25,16.76,0,,1.42,0,2.6,0.94,0.35,0,0,0,0,8.26,9.92,9.56,0,0,0.47,3.54,0.12,6.85,6.97,2.36,,0,0.71,0,0.12,0.24,0,0.36,0.12,9.92,0,0,0,,0,,715,3
GeoB1508-4,,5.3333,-34.025,-3682,South Atlantic,0.28,Bremen,Niebler et al. (in press),M.W.,May-03,0.99,0.2,2.87,31.58,34.45,0,19.31,10.5,29.81,0,,5.15,1.09,0.2,0,0.1,1.78,0,0,0.2,2.38,7.13,2.38,0,0,0,0,0,3.47,3.47,1.78,,0,1.19,0,0,0,0,0,0.3,9.8,0,0,0,,0,,572,3
GeoB1515-1,,4.2383,-43.6667,-3129,South Atlantic,0.48,Bremen,Niebler et al. (in press),M.W.,May-03,0.94,0.43,0.51,38.86,39.37,0.29,17.51,7.74,25.25,0,,1.88,0,1.16,0,0.14,1.45,0,0,0,1.95,3.55,2.24,0,0,0,0,0.22,7.45,7.67,2.03,,0,0.29,0,0,0,0,0,0,13.31,0,0,0,,0,,542,3
GeoB1515-1,,4.2383,-43.6667,-3129,South Atlantic,0.53,Bremen,Niebler et al. (in press),M.W.,May-03,2.39,0.18,7.3,37.03,44.33,0,12.64,5.08,17.72,0,,2.04,0,0.95,2.01,0,1.42,0,0,0,0,2.95,0,0.71,0,0.98,0,0,10.57,10.57,1.95,,0,0,0,0,0.47,0,0.47,0,11.34,0,0,0,,0,,,1
GeoB1515-1,,4.2383,-43.6667,-3129,South Atlantic,0.63,Bremen,Niebler et al. (in press),M.W.,May-03,4.03,0.16,4.82,40.59,45.41,0,12.89,4.51,17.4,0,,3.04,2.07,1.82,0.93,0,0.93,0,0,0,1.24,3.39,1.24,0.1,0,0.66,0.1,0,9.2,9.2,1.18,,0,0,0,0,0,0,0,0,8.36,0,0,0,,0,,,1
GeoB1523-1,,3.8317,-41.6217,-3292,South Atlantic,0.38,Bremen,Niebler et al. (in press),M.W.,May-03,0.36,0.56,1.75,38.64,40.39,0.95,15.9,6.56,22.46,0,,1.43,1.27,0.32,1.43,0.16,0.96,0,0,0,4.29,3.18,4.29,0,0,0,0,0.16,9.52,9.68,0.48,,0,0,0,0,0,0,0,0.16,11.93,0,0,0,,0,,,1
GeoB1523-1,,3.8317,-41.6217,-3292,South Atlantic,0.43,Bremen,Niebler et al. (in press),M.W.,May-03,0.35,0.31,2.08,37.46,39.54,0.55,15.83,6.95,22.78,0,,1.39,4.58,0,0,1.39,0.69,0,0,0,0.97,1.27,1.54,0,0,0.47,0,0,9.88,9.88,1.25,,0,0,0,1.11,0,0,1.11,0,12.9,0,0,0,,0,,,1
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.48,Bremen,Niebler et al. (in press),M.W.,May-03,0.11,0.17,0,39.7,39.7,0.46,3.81,0.34,4.15,0,,1.88,0,3.64,1.14,0.28,4.1,0,0,0.23,2.96,0.8,3.19,0,0,0,10.52,6.2,1.19,7.39,0.34,,1.19,1.37,0.46,0,0,0,0,0.46,18.43,0,0,0,,0,,421,3
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.53,Bremen,Niebler et al. (in press),M.W.,May-03,0.26,0.39,0.13,41.54,41.67,0,3.04,0.26,3.3,0,,1.68,0.06,6.59,0,0,5.68,0,0,0,2.58,0.13,3.1,0,0,0,9.82,6.78,2.45,9.23,0.26,,1.81,0.45,0,0,0,0,0,0.32,15.25,0,0,0,,0,,361,3
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.58,Bremen,Niebler et al. (in press),M.W.,May-03,0.4,0.72,3.69,25.76,29.45,0,2.92,0.81,3.73,0,,0.58,0,4.86,0.9,0,5.4,0,0,0,4.32,0.22,4.32,0,0,0,16.41,7.73,1.62,9.35,0,,1.35,1.53,0.72,0,0,0,0,0.63,19.42,0,0,0,,0,,520,3
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,Bremen,Niebler et al. (in press),M.W.,May-03,0.15,0.49,3.43,38.49,41.92,0,1.66,0.34,2,0,,0.64,0,3.92,0,0.15,9.79,0,0,0,3.16,0.15,3.31,0,0,0,10.62,7.08,2.18,9.26,0.23,,1.02,0.9,0.3,0,0,0,0,0.38,14.76,0,0,0,,0,,600,3
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,Bremen,Niebler et al. (in press),M.W.,May-03,0.78,15.4,0,6.27,6.27,0,10.97,1.57,12.54,0,,0,0,3.39,0,1.04,0,0,0,0,4.18,1.31,4.18,0,0,0,18.8,24.8,5.74,30.54,1.04,,2.35,0,0,1.04,0.26,0,1.3,0,1.04,0,0,0,,0,,200,3
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,Bremen,Niebler et al. (in press),M.W.,May-03,0.73,2.7,0,63.42,63.42,0,4.63,1.65,6.28,0,,0.64,0.08,8.22,0,0.97,2.58,0,0,0,0.81,0.16,0.81,0,0,0,7.49,1.37,2.58,3.95,0.32,,0.16,0,0,0,0.12,0,0.12,0.08,1.29,0,0,0,,0,,464,3
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,Bremen,Niebler et al. (in press),M.W.,May-03,0.2,0.2,8.17,39.28,47.45,0.91,3.46,0.71,4.17,0,,1.23,1.74,1.94,0.91,0.23,4.11,0,0,0,1.14,1.54,1.14,0,0,0,2.43,0.17,0.77,0.94,1,,0.06,0.46,0,0,0,0,0,0.2,29.08,0,0,0,,0.06,,598,3
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,Bremen,Niebler et al. (in press),M.W.,May-03,0.36,0.38,7.21,42.15,49.36,0,2.19,0.67,2.86,0,,0.2,0.56,1.43,1.07,0,5.37,0.72,0,0,0.72,1.48,0.72,0,0,0.02,4.36,0.2,1.25,1.45,0.31,,0,0.02,0,0,0,0,0,0.34,28.83,0,0,0.72,,0.16,,678,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,Bremen,Niebler et al. (in press),M.W.,May-03,0.2,0.49,10.48,55.85,66.33,0,5.6,1.33,6.93,0,,2.02,0.69,0.23,0,0.52,2.83,0,0,0,0,0.26,0,0,0,0,0.12,0.58,1.82,2.4,0.43,,0,1.16,0,0,0,0,0,0.95,14.27,0,0,0,,0.17,,808,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,Bremen,Niebler et al. (in press),M.W.,May-03,0.63,1.01,8.44,51.77,60.21,0.25,5.79,3.4,9.19,0,,2.39,0.63,0.13,0,0,3.53,0,0,0,0,0.88,0,0,0,0,0.13,0.13,2.77,2.9,0.13,,0,0.76,0,0,0,0,0,2.9,13.35,0,0,0,,1.01,,794,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,Bremen,Niebler et al. (in press),M.W.,May-03,0.33,0.36,7.9,51.06,58.96,0,6.33,1.15,7.48,0,,0.58,1.03,0.67,0,0.33,6.18,0,0,0.12,0.03,0.15,0.03,0,0,0.12,0.61,0,1.27,1.27,0.94,,0,0.97,0,0.12,0,0,0.12,1.3,17.32,0,0,0,,1.12,,793,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,Bremen,Niebler et al. (in press),M.W.,May-03,0.35,0.55,7.82,52.15,59.97,0,5.16,0.81,5.97,0,,1.61,1.36,0.73,0,0,7.05,0,0,0.15,0,0.18,0,0,0,0,0,0,0.75,0.75,0.62,,0,0.59,0,0.29,0,0,0.29,1.6,18.13,0,0,0,,0.11,,695,3
GeoB2204-2,,-8.5283,-34.0217,-2072,South Atlantic,0.33,Bremen,Niebler et al. (in press),M.W.,May-03,0.37,0.72,5.46,56.95,62.41,0.45,7.18,3.71,10.89,0.06,,1.75,1.69,0.06,0.45,0.56,0.9,0,0,0,0.11,0.29,0.11,0,0,0,0.11,0,3.64,3.64,0.34,,0,0,0,0,0,0,0,1,14.2,0,0,0,,0,,,1
GeoB2204-2,,-8.5283,-34.0217,-2072,South Atlantic,0.38,Bremen,Niebler et al. (in press),M.W.,May-03,0.82,0.98,7.09,53.39,60.48,0.41,5.47,2.44,7.91,0,,4.74,2.36,0,0.82,0.62,2.05,0,0,0,1.23,0.22,1.23,0,0,0,0,0,1.95,1.95,0.1,,0,0.82,0,0,0,0,0,1.46,12.53,0,0,0,,0.5,,,1
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,Bremen,Niebler et al. (in press),M.W.,May-03,0.32,0.22,0.65,16.24,16.89,0,7.85,3.17,11.02,0,,1.56,0,9.03,1.29,0.65,1.72,0,0.22,0.43,21.18,9.95,22.47,0,0,0,7.58,0.43,4.57,5,1.34,,0,0,0.65,0,0,0,0,0,9.68,0,0,0,,0,,747,3
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.48,Bremen,Niebler et al. (in press),M.W.,May-03,0.17,0.85,0.51,6.66,7.17,0,7.34,3.58,10.92,0,,0.51,0,3.58,0,0,0.34,0,0.34,0.17,23.21,18.94,25.26,0,0,0,11.6,0.68,11.26,11.94,2.39,,0,0,0,0,0,0,0,0,5.8,0,0,0,,0,,441,3
GeoB1413-4,,-15.68,-9.455,-3789,South Atlantic,0.19,Bremen,Niebler et al. (in press),M.W.,May-03,1.07,0.69,0,19.36,19.36,1.88,6.42,2.7,9.12,0,,1.97,0.77,9.94,7.37,0.26,2.06,0,0.34,0.17,6,1.71,6.26,0,0,0.04,18.33,0.51,5.1,5.61,3.43,,0.04,0.94,0,0,0.09,0,0.09,0,8.57,0,0,0,,0,,620,3
GeoB1413-4,,-15.68,-9.455,-3789,South Atlantic,0.23,Bremen,Niebler et al. (in press),M.W.,May-03,1.57,0.39,0,19.65,19.65,3.58,4.93,1.68,6.61,0,,2.86,0.67,10.47,8.06,0.22,0.45,0,0,0,7.5,1.29,7.95,0,0,0.39,16.01,0.22,7.28,7.5,2.91,,0,1.57,0,0,0,0,0,0,7.84,0,0,0,,0,,473,3
GeoB1417-1,,-20.3667,-12.7067,-2845,South Atlantic,0.33,Bremen,Niebler et al. (in press),M.W.,May-03,0.93,0.56,0.85,24.65,25.5,2.58,4.71,1.73,6.44,0,,2.74,0.44,18.49,1.53,0.16,5.48,0,0.32,0,5.32,1.01,5.96,0,0,0,8.5,1.25,5.07,6.32,1.77,,0,2.58,0.64,0.08,0,0,0.08,0.16,7.81,0,0,0,,0,,696,3
GeoB1417-1,,-20.3667,-12.7067,-2845,South Atlantic,0.38,Bremen,Niebler et al. (in press),M.W.,May-03,1,1.22,0.78,24.28,25.06,2.43,6.43,1.82,8.25,0,,2.22,1.13,17.07,2.52,0.61,4,0.35,0,0,1.56,0.78,1.99,0,0,0,11.95,1,5.39,6.39,1.87,,0,1.04,0,0,0.04,0,0.04,0.22,9.47,0,0.35,0.35,,0.04,,713,3
GeoB1419-2,,-15.5367,-17.0683,-4024,South Atlantic,0.23,Bremen,Niebler et al. (in press),M.W.,May-03,1.1,1.03,0.44,35.73,36.17,0,10.12,3.23,13.35,0,,1.61,0.07,13.79,2.79,0.66,7.78,0,0,0,0.15,0.44,0.59,0,0,0,8.22,1.17,2.49,3.66,1.39,,0,0,0.29,0,0,0,0,0.22,6.82,0,0,0,,0,,620,3
GeoB2819-1,,-30.8483,-38.3433,-3435,South Atlantic,0.13,Bremen,Niebler et al. (in press),M.W.,May-03,0.45,0.61,0.12,23.59,23.71,0.22,1.68,0,1.68,0.01,,0.74,0.05,12.99,1.2,0.87,2.62,0,0,0.44,20.09,0.66,20.64,0,0,0,12.54,9.53,0.48,10.01,0.18,,2.48,3.11,0.44,0,0,0,0,0,4.37,0,0,0,,0,,794,3
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.73,Bremen,Niebler et al. (in press),M.W.,May-03,0.18,0.27,6.52,43.36,49.88,0.24,9.11,3.81,12.92,0,,1.28,0.48,0,0,0,1.43,0,0,0,0.66,3.28,0.66,0,0,0,0.42,0,2.71,2.71,0,,0,0,0,0,0,0,0,0.06,26.21,0,0,0,,0,,729,3
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.78,Bremen,Niebler et al. (in press),M.W.,May-03,0.32,0.55,4.67,39.51,44.18,0.63,8.23,4.35,12.58,0,,1.11,0,0,0,0,0.95,0,0,0,1.35,4.12,1.35,0,0,0,0.71,0,4.04,4.04,0.24,,0,0.32,0,0,0,0,0,0.08,28.82,0,0,0,,0,,632,3
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.83,Bremen,Niebler et al. (in press),M.W.,May-03,0.27,0,7.09,38.97,46.06,0,7.53,5.23,12.76,0,,2.39,0.18,0,0,0,1.77,0,0,0,2.92,4.34,2.92,0,0,0,0.71,0,3.01,3.01,0.8,,0,0,0,0,0,0,0,0,24.8,0,0,0,,0,,530,3
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.88,Bremen,Niebler et al. (in press),M.W.,May-03,0.1,0,3.33,33.73,37.06,2.59,12.54,3.18,15.72,0.1,,3.98,0.4,0,0,0,1.6,0,0,0,2.69,6.42,2.69,0,0,0,1.79,0,3.18,3.18,0.6,,0.1,0,0,0,0,0,0,0.2,23.48,0,0,0,,0,,547,3
GeoB3104-1,,-3.6667,-37.7167,-767,South Atlantic,1.98,Bremen,Niebler et al. (in press),M.W.,May-03,0.36,0.12,11.16,27.37,38.53,0.48,11.04,4.44,15.48,0,,2.64,2.16,0,0,0,4.32,0,0,0,4.44,3.72,4.44,0,0,0.24,1.56,0,4.2,4.2,0.24,,0,0,0,0,0,0,0,0.6,20.89,0,0,0,,0,,416,3
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,2.98,Bremen,Niebler et al. (in press),M.W.,May-03,0.24,0.12,7.36,38.44,45.8,0,7.42,4.38,11.8,0,,0.67,1.09,0,0,0,4.86,0,0,0,1.76,2.13,1.76,0,0,0,0.67,0,4.01,4.01,0.06,,0,0.97,0,0,0,0,0,0.24,25.55,0,0,0,,0,,619,3
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.03,Bremen,Niebler et al. (in press),M.W.,May-03,0.06,0.11,5.67,38.46,44.13,0,7.69,5.5,13.19,0,,0.79,0.67,0,0,0,4.49,0,0,0,3.26,3.99,3.26,0,0,0,1.85,0,3.99,3.99,0.11,,0,0.22,0,0,0,0,0,0,23.13,0,0,0,,0,,477,3
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.13,Bremen,Niebler et al. (in press),M.W.,May-03,0.29,0.12,4.51,36.23,40.74,0,7.5,5.51,13.01,0,,1.47,1.17,0,0,0,10.08,0,0,0,2.46,3.34,2.46,0,0,0,0.7,0,4.22,4.22,0,,0,0.23,0,0,0,0,0,0.12,22.04,0,0,0,,0,,468,3
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.23,Bremen,Niebler et al. (in press),M.W.,May-03,0.29,0.1,3.48,41.01,44.49,0.39,7.83,4.64,12.47,0,,2.32,1.16,0,0,0,2.32,0,0,0,1.74,4.84,1.74,0,0,0,0.39,0.1,3.38,3.48,0.77,,0,0,0,0,0,0,0,0.1,25.15,0,0,0,,0,,430,3
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.33,Bremen,Niebler et al. (in press),M.W.,May-03,0.12,0.12,3.79,42.25,46.04,0,11.97,5.01,16.98,0,,1.59,0.24,0.98,0,0,2.45,0,0,0,0.98,3.91,0.98,0,0,0,0,0.49,3.91,4.4,0,,0,0,0,0,0,0,0,0.24,21.98,0,0,0,,0,,362,3
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.43,Bremen,Niebler et al. (in press),M.W.,May-03,0.33,0.41,4.65,50.94,55.59,0.65,12.24,1.63,13.87,0,,1.55,1.63,0,0,0,0.66,0,0,0,3.43,2.2,3.43,0,0,0,0.08,0,1.22,1.22,0.08,,0,0,0,0,0,0,0,0.08,18.2,0,0,0,,0,,445,3
GeoB3117-1,,-4.295,-37.0917,-800,South Atlantic,3.53,Bremen,Niebler et al. (in press),M.W.,May-03,0.34,0.26,6.8,49.78,56.58,0,12.92,3.53,16.45,0,,1.46,0,0.34,0,0,2.07,0,0,0,1.89,4.31,1.89,0,0,0,0,0,0.78,0.78,0.09,,0,0,0,0,0,0,0,0.09,15.33,0,0,0,,0,,530,3
GeoB3175-1,,-7.0533,-34.4633,-900,South Atlantic,1.68,Bremen,Niebler et al. (in press),M.W.,May-03,0.28,0.14,5.61,61.24,66.85,0.32,8.95,1.19,10.14,0,,1.6,0,2.27,0,0,1.94,0,0,0,1.54,0.79,1.54,0,0,0,1.05,0.93,3.4,4.33,0.34,,0,0.16,0,0,0,0,0,0.45,7.13,0,0,0,,0.65,,500,3
GeoB3175-1,,-7.0533,-34.4633,-900,South Atlantic,1.73,Bremen,Niebler et al. (in press),M.W.,May-03,1.5,0.23,4.67,61.53,66.2,1.35,7.42,1.27,8.69,0,,0.66,0,3.38,0.68,0,2.71,0,0,0,0.68,0.44,0.68,0,0,0.17,0.34,0,3.68,3.68,0.93,,0,0,0,0,0,0,0,0.55,7.78,0,0,0,,0.02,,414,3
GeoB3175-1,,-7.0533,-34.4633,-900,South Atlantic,1.78,Bremen,Niebler et al. (in press),M.W.,May-03,0.6,0.05,5.93,60.23,66.16,0,8.2,2.5,10.7,0,,0.83,0,5.53,0,0,3.2,0,0,0,0,1.05,0,0,0,0.63,1.1,0.35,3.35,3.7,0.6,,0,0,0,0,0,0,0,0.48,5.4,0,0,0,,0,,398,3
GeoB3175-1,,-7.0533,-34.4633,-900,South Atlantic,1.83,Bremen,Niebler et al. (in press),M.W.,May-03,0.49,0.22,6.27,61.67,67.94,0.99,8.77,0.89,9.66,0,,0.74,0,0.99,0,0.06,1.97,0,0,0,1.42,0.52,1.42,0,0,1.51,0.49,0.06,4.61,4.67,0.05,,0,0.37,0,0,0,0,0,0.26,7.64,0,0,0,,0.02,,524,3
GeoB3176-1,,-7.0117,-34.4417,-1385,South Atlantic,3.43,Bremen,Niebler et al. (in press),M.W.,May-03,0.42,0.15,3.3,58.84,62.14,0.61,6.87,1.67,8.54,0,,1.52,0,0.91,0,0,2.74,0,0,0.3,0,0.53,0,0,0,0.34,2.28,0.46,2.13,2.59,0.76,,0,0.61,0,0,0,0,0,1.59,13.67,0,0,0,,0.3,,430,3
GeoB3176-1,,-7.0117,-34.4417,-1385,South Atlantic,3.48,Bremen,Niebler et al. (in press),M.W.,May-03,0.56,0.61,4.2,56.93,61.13,0.64,5.05,0.86,5.91,0,,0.99,0.11,2.25,0.43,0,3.42,0,0,0.43,0.11,0.48,0.11,0,0,0,0.61,0.32,2.73,3.05,0.03,,0,1.28,0,0,0,0,0,2.35,15.61,0,0,0,,0,,551,3
